"id","uri","sigla","nome","apelido","idTipoOrgao","tipoOrgao"
"4","https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados","Mesa Diretora","1","Comissão Diretora"
"180","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN","PLENÁRIO","PLEN","1","Comissão Diretora"
"2001","https://dadosabertos.camara.leg.br/api/v2/orgaos/2001","CAPADR","Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","AGRICULTURA, PECUÁRIA, ABASTECIMENTO DESENV. RURAL","2","Comissão Permanente"
"2002","https://dadosabertos.camara.leg.br/api/v2/orgaos/2002","CCTCI","Comissão de Ciência e Tecnologia, Comunicação e Informática","CIÊNCIA E TECNOLOGIA, COMUNICAÇÃO E INFORMÁTICA","2","Comissão Permanente"
"2003","https://dadosabertos.camara.leg.br/api/v2/orgaos/2003","CCJC","Comissão de Constituição e Justiça e de Cidadania","CONSTITUIÇÃO E JUSTIÇA E DE CIDADANIA","2","Comissão Permanente"
"2004","https://dadosabertos.camara.leg.br/api/v2/orgaos/2004","CDC","Comissão de Defesa do Consumidor","DEFESA DO CONSUMIDOR","2","Comissão Permanente"
"2006","https://dadosabertos.camara.leg.br/api/v2/orgaos/2006","CDU","Comissão de Desenvolvimento Urbano","DESENVOLVIMENTO URBANO","2","Comissão Permanente"
"2007","https://dadosabertos.camara.leg.br/api/v2/orgaos/2007","CDHM","Comissão de Direitos Humanos e Minorias","DIREITOS HUMANOS E MINORIAS","2","Comissão Permanente"
"2008","https://dadosabertos.camara.leg.br/api/v2/orgaos/2008","CDEICS","Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços","DESENVOLV. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERV.","2","Comissão Permanente"
"2009","https://dadosabertos.camara.leg.br/api/v2/orgaos/2009","CE","Comissão de Educação","EDUCAÇÃO","2","Comissão Permanente"
"2010","https://dadosabertos.camara.leg.br/api/v2/orgaos/2010","CFT","Comissão de Finanças e Tributação","FINANÇAS E TRIBUTAÇÃO","2","Comissão Permanente"
"2011","https://dadosabertos.camara.leg.br/api/v2/orgaos/2011","CFFC","Comissão de Fiscalização Financeira e Controle","FISCALIZAÇÃO FINANCEIRA E CONTROLE","2","Comissão Permanente"
"2012","https://dadosabertos.camara.leg.br/api/v2/orgaos/2012","CME","Comissão de Minas e Energia","MINAS E ENERGIA","2","Comissão Permanente"
"2014","https://dadosabertos.camara.leg.br/api/v2/orgaos/2014","CSSF","Comissão de Seguridade Social e Família","SEGURIDADE SOCIAL E FAMÍLIA","2","Comissão Permanente"
"2015","https://dadosabertos.camara.leg.br/api/v2/orgaos/2015","CTASP","Comissão de Trabalho, de Administração e Serviço Público","TRABALHO, ADMINISTRAÇÃO E SERVIÇO PÚBLICO","2","Comissão Permanente"
"2016","https://dadosabertos.camara.leg.br/api/v2/orgaos/2016","CVT","Comissão de Viação e Transportes","VIAÇÃO E TRANSPORTES","2","Comissão Permanente"
"2017","https://dadosabertos.camara.leg.br/api/v2/orgaos/2017","CINDRA","Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia","INTEGRAÇÃO NACIONAL, DESENV. REGIONAL E AMAZÔNIA","2","Comissão Permanente"
"2018","https://dadosabertos.camara.leg.br/api/v2/orgaos/2018","CREDN","Comissão de Relações Exteriores e de Defesa Nacional","RELAÇÕES EXTERIORES E DE DEFESA NACIONAL","2","Comissão Permanente"
"5503","https://dadosabertos.camara.leg.br/api/v2/orgaos/5503","CSPCCO","Comissão de Segurança Pública e Combate ao Crime Organizado","SEGURANÇA PÚBLICA E COMBATE AO CRIME ORGANIZADO","2","Comissão Permanente"
"5971","https://dadosabertos.camara.leg.br/api/v2/orgaos/5971","COETICA","Conselho de Ética e Decoro Parlamentar da Câmara dos Deputados","CONSELHO DE ÉTICA E DECORO PARLAMENTAR","11","Conselho"
"5973","https://dadosabertos.camara.leg.br/api/v2/orgaos/5973","MERCOSUL","Representação Brasileira no Parlamento do Mercosul.","REPRESENTAÇÃO BRASILEIRA NO PARLAMENTO DO MERCOSUL","6","Comissão Mista Permanente"
"6066","https://dadosabertos.camara.leg.br/api/v2/orgaos/6066","CTUR","Comissão de Turismo","TURISMO","2","Comissão Permanente"
"6127","https://dadosabertos.camara.leg.br/api/v2/orgaos/6127","CEDOCSIG","Comissão Especial destinada a apreciar as solicitações de acesso a informações sigilosas produzidas ou recebidas pela Câmara dos Deputados no exercício de suas funções parlamentares e administrativas, assim como sobre o cancelamento ou redução de prazos de sigilo e outras atribuições previstas na Resolução n º 29, de 1993.","RES 29/93 - DOCUMENTOS SIGILOSOS","3","Comissão Especial"
"6137","https://dadosabertos.camara.leg.br/api/v2/orgaos/6137","PROPAR","Procuradoria Parlamentar","PROCURADORIA PARLAMENTAR","12","Procuradoria Parlamentar"
"6174","https://dadosabertos.camara.leg.br/api/v2/orgaos/6174","CMADS","Comissão de Meio Ambiente e Desenvolvimento Sustentável","MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL","2","Comissão Permanente"
"6422","https://dadosabertos.camara.leg.br/api/v2/orgaos/6422","GTPENAL","Grupo de Trabalho para efetuar estudo em relação à eventual inclusão em Ordem do Dia de projetos em tramitação na Casa, sobre Direito Penal e Processo Penal, sob a coordenação do Senhor Deputado João Campos.","PROJETOS SOBRE DIREITO PENAL E PROCESSO PENAL","10","Grupo de Trabalho"
"6523","https://dadosabertos.camara.leg.br/api/v2/orgaos/6523","CEANISTI","Comissão Especial destinada a acompanhar, até o dia 30 de novembro de 2008, a aplicação das seguintes Leis de Anistia: Lei nº 8878/1994, que ""dispõe sobre a concessão de anistia""; Lei nº 10.790/2003, que ""concede anistia a dirigentes ou representantes sindicais e trabalhadores punidos por participação em movimento reivindicatório""; Lei nº 11.282/2006, que ""anistia os trabalhadores da Empresa Brasileira de Correios e Telégrafos-ECT punidos em razão da participação em movimento grevista""; e Lei nº 10.559/2002, que ""regulamenta o artigo 8º do Ato das Disposições Constitucionais Transitórias e dá outras providências"".","LEI DA ANISTIA","3","Comissão Especial"
"6533","https://dadosabertos.camara.leg.br/api/v2/orgaos/6533","GTLIDERA","Grupo de Trabalho destinado a estudar o remanejamento do espaço físico das Lideranças Partidárias.","REMANEJAMENTO DO ESPAÇO FÍSICO DAS LIDERANÇAS","10","Grupo de Trabalho"
"6549","https://dadosabertos.camara.leg.br/api/v2/orgaos/6549","SINTALMI","Comissão de Sindicância destinada a analisar o processo nº 146.341/2007, relativo a fatos atribuídos ao Sr. Deputado Dr. Talmir Rodrigues em matérias veiculadas na imprensa.","FATOS ATRIBUÍDOS AO SR. DEP. TALMIR RODRIGUES","7","Comissão de Sindicância"
"6554","https://dadosabertos.camara.leg.br/api/v2/orgaos/6554","CECONSTI","Comissão Especial para analisar todos os artigos ainda não regulamentados da Constituição Federal de 1988.","CE - REGULAMENTAÇÃO DA CONSTITUIÇÃO FEDERAL","3","Comissão Especial"
"6555","https://dadosabertos.camara.leg.br/api/v2/orgaos/6555","GTRESID","Grupo de Trabalho destinado a examinar o parecer proferido pela Comissão Especial ao Projeto de Lei nº 203, de 1991, que dispõe sobre o acondicionamento, a coleta, o tratamento, o transporte e a destinação final dos resíduos de serviços de saúde, com vistas a viabilizar, junto à Casa, a  deliberação sobre a matéria.","RESÍDUOS SÓLIDOS","10","Grupo de Trabalho"
"6575","https://dadosabertos.camara.leg.br/api/v2/orgaos/6575","SUBORÇAM","Subcomissão Permanente de Orçamento para a Amazônia.","CAINDR - ORÇAMENTO PARA A AMAZÔNIA","25","Subcomissão"
"6576","https://dadosabertos.camara.leg.br/api/v2/orgaos/6576","SUBALTER","Subcomissão Permanente Destina a Tratar de Alternativas Econômicas Sustentáveis para a Amazônia Brasileira e Fontes de Financiamento do Sistema Nacional de Meio Ambiente.","CAINDR - ALTERNATIVAS ECONÔMICAS SUSTENTÁVEIS","25","Subcomissão"
"6577","https://dadosabertos.camara.leg.br/api/v2/orgaos/6577","SUBSUDEN","Subcomissão Permanente Destina a Tratar das Questões Relacionadas ao Nordeste e Áreas de Abrangência da SUDENE.","CAINDR - ÁREAS DE ABRANGÊNCIA DA SUDENE","25","Subcomissão"
"6578","https://dadosabertos.camara.leg.br/api/v2/orgaos/6578","SUBMPPAC","Subcomissão Especial Destinada a Acompanhar os Desdobramentos das Medidas Provisórias do PAC - Plano de Aceleração do Crescimento, referente aos Recursos Reservados à Amazônia, à Região Nordeste e Centro Oeste, bem como Estudar e Analisar os Impactos do PAC sobre a Política de Integração Nacional.","CAINDR - MEDIDAS PROVISÓRIAS DO PAC","25","Subcomissão"
"6580","https://dadosabertos.camara.leg.br/api/v2/orgaos/6580","SUBDESEN","Subcomissão Especial Destinada a Discutir as Polítcas de Desenvolvimento Sustentável, implantação de Zoneamento Econômico-Ecológico e o Combate ao Desmatamento na Região Amazônica, bem como, acompanhar as ações do Governo Federal na Amazônia.","CAINDR - POLÍTICAS DE DESENVOLVIMENTO SUSTENTÁVEL","25","Subcomissão"
"6582","https://dadosabertos.camara.leg.br/api/v2/orgaos/6582","SUBAGUA","Subcomissão Especial Destinada a estudar e emitir parecer ao processo político sobre a água no Brasil e seus impactos na Região Amazônica.","CAINDR - ÁGUA NO BRASIL","25","Subcomissão"
"6667","https://dadosabertos.camara.leg.br/api/v2/orgaos/6667","SUBPAC","Subcomissão Permanente destinada a acompanhar e fiscalizar o andamento das obras fomentadas pelo PAC.","CDU - ACOMPANHAMENTO DAS OBRAS DO PAC","25","Subcomissão"
"6688","https://dadosabertos.camara.leg.br/api/v2/orgaos/6688","SUBFERTI","Subcomissão Especial para diagnosticar e sugerir políticas para o mercado de fertilizantes  no país.","CAPADR - POLITICAS PARA O MERCADO DE FERTILIZANTES","25","Subcomissão"
"6696","https://dadosabertos.camara.leg.br/api/v2/orgaos/6696","CEXTRASC","Comissão Externa para acompanhar a tragédia climática ocorrida no Estado de Santa Catarina.","COMISSÃO EXTERNA TRAGÉDIA CLIMÁTICA SANTA CATARINA","5","Comissão Externa"
"6707","https://dadosabertos.camara.leg.br/api/v2/orgaos/6707","CEXLUTER","Comissão Externa para acompanhar a situação da Universidade Luterana do Brasil.","SITUAÇÃO DA UNIVERSIDADE LUTERANA DO BRASIL","5","Comissão Externa"
"6718","https://dadosabertos.camara.leg.br/api/v2/orgaos/6718","CEXBACIA","Requer a instituição de Comissão Externa, destinada a acompanhar  as ações, inclusive as obras, do projeto de integração do Rio São Francisco com às bacias dos rios intermitentes do semi-árido.","INTEGRAÇÃO DO RIO SÃO FRANCISCO","5","Comissão Externa"
"6722","https://dadosabertos.camara.leg.br/api/v2/orgaos/6722","CMMC","Comissão Mista Permanente sobre Mudanças Climáticas - CMMC","COMISSÃO MISTA PERMANENTE SOBRE CLIMAS","6","Comissão Mista Permanente"
"6743","https://dadosabertos.camara.leg.br/api/v2/orgaos/6743","CEXSAUDE","Comissão Externa para apurar as condições e as aplicações dos recursos da Saúde nos hospitais dos Estados do Pará e do Amapá.","COMISSÃO EXTERNA RECURSOS DA SAÚDE NO PARÁ E AMAPÁ","5","Comissão Externa"
"6760","https://dadosabertos.camara.leg.br/api/v2/orgaos/6760","CEXSERRA","Comissão Externa para acompanhar a desocupação da Reserva Indígena Raposa/Serra do Sol","COMISSÃO EXTERNA DESOCUPAÇAO RAPOSA SERRA DO SOL","5","Comissão Externa"
"6769","https://dadosabertos.camara.leg.br/api/v2/orgaos/6769","CEXTRAMA","Comissão Externa para visitar as áreas atingidas pelas enchentes no Estado do Maranhão.","TRAGÉDIA CLIMÁTICA OCORRIDA NO MARANHÃO","5","Comissão Externa"
"6788","https://dadosabertos.camara.leg.br/api/v2/orgaos/6788","CEXNEONA","Comissão Externa destinada a acompanhar as investigações a respeito da  quadrilha de neonazistas desarticulada  no Estado do Rio do Grande do Sul, com células organizadas em São Paulo, Paraná e Santa Catarina, e seus desdobramentos.","ACOMP. INVESTIGAÇÕES SOBRE QUADRILHA NEONAZISTA","5","Comissão Externa"
"6821","https://dadosabertos.camara.leg.br/api/v2/orgaos/6821","CEXHONDU","Comissão Externa para verificar, in loco, a situação da Embaixada brasileira em Honduras e colaborar com os esforços da comunidade internacional para a resolução da controvérsia que envolve o acolhimento do Presidente Manoel Zelaya nas dependências da legação do Brasil nesse País.","HONDURAS - ASILO DIPLOMÁTICO AO PRESIDENTE DEPOSTO","5","Comissão Externa"
"6834","https://dadosabertos.camara.leg.br/api/v2/orgaos/6834","CEXAPAGA","Comissão Externa a fim de acompanhar as investigações acerca do apagão ocorrido no dia 10/11/2009 em vários Estados brasileiros","CEX - APAGÃO EM VÁRIOS ESTADOS BRASILEIROS","5","Comissão Externa"
"6856","https://dadosabertos.camara.leg.br/api/v2/orgaos/6856","PARJOV10","Comissão Executiva encarregada de implementar todos os procedimentos necessários à realização da sessão do Parlamento Jovem Brasileiro.","PARLAMENTO JOVEM BRASILEIRO 2010","3","Comissão Especial"
"6858","https://dadosabertos.camara.leg.br/api/v2/orgaos/6858","CEXEMEND","Comissão Externa integrada pelos Deputados do Rio de Janeiro e Espírito Santo, para participarem  de ato público, em decorrência da aprovação da emenda nº 387 ao Projeto de Lei nº 2502, de 2007, que redistribuiu a divisão dos royalties do petróleo, a realizar-se no Rio de Janeiro.","ATO PÚBLICO NO RIO - REDISTRIBUIÇÃO DOS ROYALTIES","5","Comissão Externa"
"6864","https://dadosabertos.camara.leg.br/api/v2/orgaos/6864","CEXRIO","Comissão Externa, sem ônus para a Câmara dos Deputados, para apoiar as ações empreendidas pelo Governo do Estado do Rio de Janeiro e prefeituras das cidades atingidas pelos eventos, associados à precipitação pluviométrica extraordinária, que vêm vitimando a população fluminense.","COMISSÃO EXTERNA P/ APOIAR O RIO NA TRAGÉDIA CHUVA","5","Comissão Externa"
"6866","https://dadosabertos.camara.leg.br/api/v2/orgaos/6866","CEXANDRO","Comissão Externa destinada a analisar in loco os efeitos das políticas antidrogas instituídas em Portugal, Holanda e Itália.","COMISSÃO EXTERNA PARA ANALISAR POLÍTICA ANTIDROGAS","5","Comissão Externa"
"6891","https://dadosabertos.camara.leg.br/api/v2/orgaos/6891","CEXCHUVA","Comissão Externa para acompanhar os fatos relacionados às intempéries ocorridas nos Estados de Alagoas e Pernambuco, decorrentes das fortes chuvas que vitimaram centenas de pessoas nesses Estados.","INTEMPÉRIES OCORRIDAS EM ALAGOAS E PERNAMBUCO","5","Comissão Externa"
"6900","https://dadosabertos.camara.leg.br/api/v2/orgaos/6900","REP-1210","Comissão Representativa do Congresso Nacional prevista no § 4º do art. 58 da Constituição Federal (período 23 de dezembro de 2010 a 31 de janeiro de 2011)","COMISSÃO REPRESENTATIVA DO CONGRESSO NACIONAL","8","Comissão Representativa do CN"
"6910","https://dadosabertos.camara.leg.br/api/v2/orgaos/6910","CEDOS","Comissão Especial destinada a apreciar as solicitações de acesso a informações sigilosas produzidas ou recebidas pela Câmara dos Deputados no exercício de suas funções parlamentares e administrativas, assim como sobre o cancelamento ou redução de prazos de sigilo e outras atribuições previstas na Resolução n º 29, de 1993","RES 29/93 - DOCUMENTOS SIGILOSOS","3","Comissão Especial"
"6935","https://dadosabertos.camara.leg.br/api/v2/orgaos/6935","PRMULHER","Procuradoria da Mulher (Resolução da Câmara dos Deputados nº 31, de 2013, que dispõe sobre a Secretaria da Mulher)","PROCURADORIA DA MULHER","12","Procuradoria Parlamentar"
"7009","https://dadosabertos.camara.leg.br/api/v2/orgaos/7009","SUBTRARO","Subcoissão permanente destinada a acompanhar as ações relacionadas às rodovias e transporte rodoviário.","CVT-SUBCOMISSÃO PERMANENTE TRANSPORTE RODOVIÁRIO","25","Subcomissão"
"536996","https://dadosabertos.camara.leg.br/api/v2/orgaos/536996","CCULT","Comissão de Cultura","CULTURA","2","Comissão Permanente"
"537053","https://dadosabertos.camara.leg.br/api/v2/orgaos/537053","CORREGE","Corregedoria Parlamentar","CORREGEDORIA PARLAMENTAR","13","Corregedoria"
"537148","https://dadosabertos.camara.leg.br/api/v2/orgaos/537148","CDMULHER","Coordenadoria dos Direitos da Mulher (Resolução da Câmara dos Deputados nº 31, de 2013, que dispõe sobre a Secretaria da Mulher)","COORDENADORIA DOS DIREITOS DA MULHER","15","COORDENADORIA DA MULHER"
"537225","https://dadosabertos.camara.leg.br/api/v2/orgaos/537225","CMPPLP","Comissão Mista do Congresso Nacional de Assuntos Relacionados à Comunidade dos Países de Língua Portuguesa","COMISSÃO MISTA PERMANENTE PAÍSES LÍNGUA PORTUGUESA","6","Comissão Mista Permanente"
"537226","https://dadosabertos.camara.leg.br/api/v2/orgaos/537226","CMPCCAI","Comissão Mista de Controle das Atividades de Inteligência (CCAI).","COMISSÃO MISTA PERMANENTE CCAI","6","Comissão Mista Permanente"
"537236","https://dadosabertos.camara.leg.br/api/v2/orgaos/537236","CESPO","Comissão do Esporte","ESPORTE","2","Comissão Permanente"
"537239","https://dadosabertos.camara.leg.br/api/v2/orgaos/537239","SEMULHER","Secretaria da Mulher","SECRETARIA DA MULHER","15","COORDENADORIA DA MULHER"
"537340","https://dadosabertos.camara.leg.br/api/v2/orgaos/537340","PL241207","Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 2.412, de 2007, do Sr. Regis de Oliveira, que ""dispõe sobre a execução administrativa da Dívida Ativa da União, dos Estados, do Distrito Federal, dos Municípios, de suas respectivas autarquias e fundações públicas, e dá outras providências"" (define critérios para o processamento administrativo das execuções fiscais - altera a Lei nº 8.397, de 1992 e revoga a Lei nº 6.830, de 1980) e apensados","PL 2412/07 - EXECUÇÃO DA DÍVIDA ATIVA","3","Comissão Especial"
"537343","https://dadosabertos.camara.leg.br/api/v2/orgaos/537343","CEREFPOL","Comissão Especial destinada a efetuar estudo e apresentar propostas com relação às matérias infraconstitucionais da Reforma Política","REFORMA POLÍTICA INFRACONSTITUCIONAL","3","Comissão Especial"
"537345","https://dadosabertos.camara.leg.br/api/v2/orgaos/537345","PL157211","Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 1572, de 2011, do Sr. Vicente Candido, que ""institui o Código Comercial""","PL 1572/11 - INSTITUI O CÓDIGO COMERCIAL","3","Comissão Especial"
"537347","https://dadosabertos.camara.leg.br/api/v2/orgaos/537347","PEC07011","Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 70-A, de 2011, do Senado Federal, que ""altera o procedimento de apreciação das medidas provisórias pelo Congresso Nacional""","PEC 070/11 - PROCESSO DE APRECIAÇÃO DE MP","3","Comissão Especial"
"537348","https://dadosabertos.camara.leg.br/api/v2/orgaos/537348","PL658313","Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6583, de 2013, do Sr. Anderson Ferreira, que ""dispõe sobre o Estatuto da Família e dá outras providências"", e apensado","PL 6583/13 - ESTATUTO DA FAMÍLIA","3","Comissão Especial"
"537349","https://dadosabertos.camara.leg.br/api/v2/orgaos/537349","PL423812","Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 4.238, de 2012, do Senado Federal, que ""altera o art. 19 da Lei nº 7.102, de 20 de junho de 1983, para dispor sobre o piso nacional de salário dos empregados em empresas particulares que explorem serviços de vigilância e transporte de valores"" (o piso varia de oitocentos reais, grau mínimo, a mil e cem reais, grau máximo), e apensados","PL 4238/12 - PISO SALARIAL DE VIGILANTES","3","Comissão Especial"
"537350","https://dadosabertos.camara.leg.br/api/v2/orgaos/537350","CEXTRRIO","Comissão Externa destinada a acompanhar todos os atos, fatos relevantes, normas e procedimentos referentes às obras do Projeto de Integração do Rio São Francisco com as Bacias Hidrográficas do Nordeste Setentrional, popularmente conhecida como ""Transposição do Rio São Francisco"", bem como o Programa de Revitalização da Bacia Hidrográfica do Rio São Francisco","TRANSPOSIÇÃO RIO SÃO FRANCISCO","5","Comissão Externa"
"537351","https://dadosabertos.camara.leg.br/api/v2/orgaos/537351","CEXCANC","Comissão Externa destinada a fazer levantamento in loco bem como acompanhar e fiscalizar os fatos relativos ao cancelamento da construção das refinarias Premium I e Premium II, respectivamente nos estados do Maranhão e do Ceará.","CANCELAMENTO REF. PREMIUM I E II MA E CE","5","Comissão Externa"
"537352","https://dadosabertos.camara.leg.br/api/v2/orgaos/537352","PL003711","Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 37, de 2011, do Sr. Welinton Prado, que ""dispõe sobre o regime de aproveitamento das substâncias minerais, com exceção dos minérios nucleares, petróleo, gás natural e outros hidrocarbonetos fluidos e das substâncias minerais submetidas ao regime de licenciamento de que trata o inciso III do art. 2º do Decreto-lei nº 227, de 28 de fevereiro de 1967"", e apensados (MINERAÇÃO)","PL 0037/11 - MINERAÇÃO","3","Comissão Especial"
"537356","https://dadosabertos.camara.leg.br/api/v2/orgaos/537356","PEC01911","Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 19-A, de 2011, do Sr. Wilson Filho e outros, que ""altera o art. 40 do Ato das Disposições Constitucionais Transitórias para estabelecer a criação da Zona Franca do Semiárido Nordestino""","PEC 019/11 - ZONA FRANCA DO SEMIÁRIDO NORDESTINO","3","Comissão Especial"
"537363","https://dadosabertos.camara.leg.br/api/v2/orgaos/537363","PEC21500","Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 215-A, de 2000, do Sr. Almir Sá e outros, que ""acrescenta o inciso XVIII ao art. 49; modifica o § 4º e acrescenta o § 8º ambos no art. 231, da Constituição Federal"" (inclui dentre as competências exclusivas do Congresso Nacional a aprovação de demarcação das terras tradicionalmente ocupadas pelos índios e a ratificação das demarcações já homologadas; estabelecendo que os critérios e procedimentos de demarcação serão regulamentados por lei), e apensadas","PEC 215/00 - DEMARCAÇÃO DE TERRAS INDÍGENAS","3","Comissão Especial"
"537365","https://dadosabertos.camara.leg.br/api/v2/orgaos/537365","PEC49110","Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 491, de 2010, do Sr. Luiz Carlos Hauly e outros, que ""acresce incisos ao art. 150, VI e art. 155, X da Constituição Federal"" (proíbe a criação de imposto incidente sobre insumos agrícolas, pecuária, alimentos para o consumo humano e medicamentos), e apensadas","PEC 491/10 - PROÍBE IMPOSTO SOBRE INSUMOS","3","Comissão Especial"
"537367","https://dadosabertos.camara.leg.br/api/v2/orgaos/537367","PL161096","Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 1610, de 1996, do Senado Federal, que ""dispõe sobre a exploração e o aproveitamento de recursos minerais em terras indígenas, de que tratam os arts. 176, parágrafo primeiro, e 231, parágrafo terceiro, da Constituição Federal"", e apensados","PL 1610/96 - EXPLORAÇÃO RECURSOS TERRAS INDÍGENAS","3","Comissão Especial"
